253.6671373,0,0,0,0,0,0,177,0,0,0,0,0,0,140,0,0,0,0,30.812300,-165.958740,43.125408,0.000000,56.641413,0.000000
253.6837638,0,0,0,0,0,0,177,0,0,0,0,0,0,140,0,0,0,0,30.812300,-165.958740,43.125408,0.000000,57.397640,0.000000
253.8908142,0,0,0,0,0,0,177,0,0,0,0,0,0,140,0.000000,0,-0.000000,0,30.812300,-165.958740,43.125408,0.000000,57.397640,0.000000
254.1309473,0,0,0,0,0,0,177,0,0,0,0,0,0,140,0.000000,0,-0.000000,0,30.812300,-165.958740,43.125408,0.000000,57.397640,0.000000
254.1632661,0,0,0,0,0,0,177,0,0,0,0,0,0,140,0.000000,0,-0.000000,0,-0.328824,164.292252,13.163630,0.000000,57.397640,0.000000
254.3546507,0,0,0,0,0,0,213,0,0,0,0,0,0,100,0.000000,0,-0.000000,0,-0.328824,164.292252,13.163630,0.000000,57.397640,0.000000
254.3703251,0,0,0,0,0,0,213,0,0,0,0,0,0,100,0.000000,0,-0.000000,0,-0.328824,164.292252,13.163630,0.000000,57.397640,0.000000
254.4034379,0,0,0,0,0,0,213,0,0,0,0,0,0,100,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.397640,0.000000
254.6115052,0,0,0,0,0,0,209,0,0,0,0,0,0,105,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.397640,0.000000
254.6265839,0,0,0,0,0,0,209,0,0,0,0,0,0,105,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.397640,0.000000
254.6755296,0,0,0,0,0,0,209,0,0,0,0,0,0,105,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.221189,0.000000
254.8530372,0,0,0,0,0,0,212,0,0,0,0,0,0,99,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.221189,0.000000
254.8661126,0,0,0,0,0,0,212,0,0,0,0,0,0,99,0.000000,0,-0.000000,0,-15.762549,157.168686,5.745335,0.000000,57.221189,0.000000
254.8980821,0,0,0,0,0,0,212,0,0,0,0,0,0,99,0.000000,0,-0.000000,0,-78.141991,-100.051987,-132.778915,0.000000,57.221189,0.000000
