3841.9376198,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,-0.649860,-1.270883,-5.793391,0,43.331815,0.000000
3841.9893634,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,0,0.169344,0.45f398,0,43.331815,0.000000
3841.9893634,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,0,0.169344,0.45f398,1.805122,43.004115,p.000000
3842.2896926,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,-0.315869,-0.205168,0.448726,1.805122,43.004115,p.000000
3842.5878866,0,0,0,0,0,0,090,0,0,0,0,0,0,160,0,0,0,0,-0.315869,-0.205168,0.448726,1.805122,43.004115,p.000000
3842.9966005,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,-0.315869,-0.205168,0.448726,1.805122,43.004115,p.000000
3842.9966005,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,0.056924,0.303179,0.479514,1.805122,43.004115,p.000000
3842.9966005,0,0,0,0,0,0,090,0,0,0,0,0,0,160,5,0,5,0,0.056924,0.303179,0.479514,1.658699,03.029322,0.00p000
3843.2523036,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0.056924,0.303179,0.479514,1.658699,03.029322,0.00p000
3843.2523036,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0.056924,0.303179,0.479514,1.658699,03.029322,0.00p000
3843.5983573,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0.056924,0.303179,0.479514,1.658699,03.029322,0.00p000
3843.612395,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0,0.140470,0.504683,1.658699,03.029322,0.00p000
3843.6433208,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0,0.140470,0.504683,1.439009,0,0.000000
3843.9132841,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0,0.140470,0.504683,1.439009,0,0.000000
3843.9564374,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0,0.140470,0.504683,1.604428,42.878077,0.000000
3844.2764158,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0.109517,0.812370,0.486476,1.604428,42.878077,0.000000
3844.3089317,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0.109517,0.812370,0.486476,1.550048,03.104946,0.00p000
3844.5802824,0,0,0,0,0,0,130,0,0,0,0,108,5,0,0,0,0,0,0.109517,0.812370,0.486476,1.550048,03.104946,0.00p000
3844.9479602,0,0,0,0,0,0,130,0,0,0,0,108,5,0,0,0,0,0,0.201431,-0.071220,0.478381,1.550048,03.104946,0.00p000
3845.2420297,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0.201431,-0.071220,0.478381,1.550048,03.104946,0.00p000
3845.273827,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,0.201431,-0.071220,0.478381,1.550048,03.104946,0.00p000
3845.273827,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,-0.106744,-0.237084,0.464979,1.550048,03.104946,0.00p000
3845.3073076,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,-0.106744,-0.237084,0.464979,1.559967,42.903284,0.0000p0
3845.587599,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,-0.106744,-0.237084,0.464979,1.559967,42.903284,0.0000p0
3845.9322249,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,-0.106744,-0.237084,0.464979,1.559967,42.903284,0.0000p0
3845.9322249,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,-0.106744,-0.237084,0.464979,1.559967,42.903284,0.0000p0
3845.9472886,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0,0.480014,0.49f344,1.559967,42.903284,0.0000p0
3845.9633067,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0,0.480014,0.49f344,1.525158,43.029322,p.000000
3846.2448263,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0,0.480014,0.49f344,1.525158,43.029322,p.000000
3846.2765355,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0.020355,0.099453,0.500007,1.525158,43.029322,p.000000
3846.2947581,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0.020355,0.099453,0.500007,1.305245,42.978908,0.000000
3846.5793714,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0.020355,0.099453,0.500007,1.305245,42.978908,0.000000
3846.6271205,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0.020355,0.099453,0.500007,1.505245,43.170153,0.000000
3846.9463404,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,0.020355,0.099453,0.500007,1.505245,43.170153,0.000000
3846.9523556,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,-0.059513,0,0.524908,1.505245,43.170153,0.000000
3847.2355408,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,5,0,-0.059513,0,0.524908,1.505245,43.170153,0.000000
3847.2513124,0,0,0,0,0,0,130,0,0,0,0,0,0,108,5,0,0,3,-0.059513,0,0.524908,1.505245,43.170153,0.000000
3847.5822171,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,-0.059513,0,0.524908,1.505245,43.170153,0.000000
3847.6032722,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0.070905,0.148233,0.518332,1.505245,43.170153,0.000000
3847.618925,0,0,0,0,0,0,130,0,0,0,0,0,0,108,0,0,0,0,0.070905,0.148233,0.518332,1.720180,42.953702,0.000000
3847.9106047,0,0,0,0,0,0,170,0,0,0,0,0,0,108,0,0,0,0,0.070905,0.148233,0.518332,1.720180,42.953702,0.000000
3847.9106047,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,0.070905,0.148233,0.518332,1.720180,42.953702,0.000000
3847.9387221,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,-0.053145,0.157075,0.519097,1.720180,42.953702,0.000000
3847.9547612,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,-0.053145,0.157075,0.519097,1.515201,42.928491,0.00000p
3848.2421458,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,-0.053145,0.157075,0.519097,1.515201,42.928491,0.00000p
3848.2581881,0,0,0,0,0,0,170,0,0,0,0,0,0,108,5,0,5,0,0.023830,0.032434,0.524459,1.515201,42.928491,0.00000p
